device_id,datetime,address_ip,address_port,original_message_id,status,lat,lat_dir,lon,lon_dir,spd_over_grnd,true_course,datestamp,mag_variation,mag_var_dir
st-1a2090,2019-02-13 10:38:59,172.23.0.1,4007,1550057939965-0,A,51.90100533333333,N,5.541885166666667,E,0.0,33.43,130219,1.4,E
st-1a2090,2019-02-13 10:39:03,172.23.0.1,4007,1550057943365-0,A,51.90100533333333,N,5.541885166666667,E,0.0,17.97,130219,1.4,E
st-1a2090,2019-02-13 10:39:04,172.23.0.1,4007,1550057944624-0,A,51.90100533333333,N,5.541885166666667,E,0.0,23.71,130219,1.4,E
st-1a2090,2019-02-13 10:39:05,172.23.0.1,4007,1550057945042-0,A,51.901005166666664,N,5.541885166666667,E,0.0,31.1,130219,1.4,E
st-1a2090,2019-02-13 10:39:05,172.23.0.1,4007,1550057945872-0,A,51.901005166666664,N,5.541885,E,0.0,37.99,130219,1.4,E
st-1a2090,2019-02-13 10:39:06,172.23.0.1,4007,1550057946363-0,A,51.901005166666664,N,5.541885166666667,E,0.0,42.78,130219,1.4,E
st-1a2090,2019-02-13 10:39:08,172.23.0.1,4007,1550057948330-0,A,51.901005166666664,N,5.541885166666667,E,0.0,30.55,130219,1.4,E
st-1a2090,2019-02-13 10:39:08,172.23.0.1,4007,1550057948558-0,A,51.901005166666664,N,5.541885166666667,E,0.0,28.74,130219,1.4,E
st-1a2090,2019-02-13 10:39:08,172.23.0.1,4007,1550057948872-0,A,51.901005166666664,N,5.541885166666667,E,0.0,27.12,130219,1.4,E
st-1a2090,2019-02-13 10:39:09,172.23.0.1,4007,1550057949361-0,A,51.901005166666664,N,5.541885166666667,E,0.0,34.14,130219,1.4,E
st-1a2090,2019-02-13 10:39:09,172.23.0.1,4007,1550057949958-0,A,51.901005166666664,N,5.541885166666667,E,0.0,42.62,130219,1.4,E
st-1a2090,2019-02-13 10:39:10,172.23.0.1,4007,1550057950364-0,A,51.901005166666664,N,5.541885166666667,E,0.0,48.02,130219,1.4,E
st-1a2090,2019-02-13 10:39:11,172.23.0.1,4007,1550057951241-0,A,51.901005166666664,N,5.541885166666667,E,0.0,43.0,130219,1.4,E
st-1a2090,2019-02-13 10:39:38,172.23.0.1,4007,1550057978556-0,A,51.9010065,N,5.541886166666667,E,0.0,38.07,130219,1.4,E
st-1a2090,2019-02-13 10:39:39,172.23.0.1,4007,1550057979959-0,A,51.9010065,N,5.541886166666667,E,0.0,42.68,130219,1.4,E
st-1a2090,2019-02-13 10:39:40,172.23.0.1,4007,1550057980364-0,A,51.9010065,N,5.541886166666667,E,0.0,37.03,130219,1.4,E
st-1a2090,2019-02-13 10:39:40,172.23.0.1,4007,1550057980967-0,A,51.9010065,N,5.541886166666667,E,0.0,28.44,130219,1.4,E
st-1a2090,2019-02-13 10:39:41,172.23.0.1,4007,1550057981620-0,A,51.9010065,N,5.541886166666667,E,0.0,30.79,130219,1.4,E
st-1a2090,2019-02-13 10:39:41,172.23.0.1,4007,1550057981923-0,A,51.9010065,N,5.541886166666667,E,0.0,39.28,130219,1.4,E
st-1a2090,2019-02-13 10:39:42,172.23.0.1,4007,1550057982458-0,A,51.9010065,N,5.541886166666667,E,0.0,43.96,130219,1.4,E
st-1a2090,2019-02-13 10:39:42,172.23.0.1,4007,1550057982861-0,A,51.9010065,N,5.541886166666667,E,0.0,36.71,130219,1.4,E
st-1a2090,2019-02-13 10:39:43,172.23.0.1,4007,1550057983365-0,A,51.9010065,N,5.541886166666667,E,0.0,27.77,130219,1.4,E
st-1a2090,2019-02-13 10:39:44,172.23.0.1,4007,1550057984971-0,A,51.9010065,N,5.541886166666667,E,0.0,24.81,130219,1.4,E
st-1a2090,2019-02-13 10:39:45,172.23.0.1,4007,1550057985409-0,A,51.9010065,N,5.541886166666667,E,0.0,33.05,130219,1.4,E
st-1a2090,2019-02-13 10:41:21,172.23.0.1,4007,1550058081458-0,A,51.90100416666667,N,5.541886166666667,E,0.0,92.39,130219,1.4,E
st-1a2090,2019-02-13 10:41:22,172.23.0.1,4007,1550058082119-0,A,51.90100416666667,N,5.541886166666667,E,0.0,90.84,130219,1.4,E
st-1a2090,2019-02-13 10:41:22,172.23.0.1,4007,1550058082545-0,A,51.90100416666667,N,5.541886166666667,E,0.0,82.19,130219,1.4,E
st-1a2090,2019-02-13 10:41:22,172.23.0.1,4007,1550058082872-0,A,51.90100416666667,N,5.541886166666667,E,0.0,74.42,130219,1.4,E
st-1a2090,2019-02-13 10:41:23,172.23.0.1,4007,1550058083366-0,A,51.90100416666667,N,5.541886166666667,E,0.0,75.22,130219,1.4,E
st-1a2090,2019-02-13 10:41:23,172.23.0.1,4007,1550058083861-0,A,51.90100416666667,N,5.541886,E,0.0,72.32,130219,1.4,E
st-1a2090,2019-02-13 10:41:24,172.23.0.1,4007,1550058084365-0,A,51.90100416666667,N,5.541886,E,0.0,76.35,130219,1.4,E
st-1a2090,2019-02-13 10:41:32,172.23.0.1,4007,1550058092552-1,A,51.90100416666667,N,5.5418855,E,0.0,66.35,130219,1.4,E
st-1a2090,2019-02-13 10:41:33,172.23.0.1,4007,1550058093865-0,A,51.90100416666667,N,5.5418855,E,0.0,72.3,130219,1.4,E
st-1a2090,2019-02-13 10:41:34,172.23.0.1,4007,1550058094361-0,A,51.90100416666667,N,5.541885333333333,E,0.0,78.23,130219,1.4,E
st-1a2090,2019-02-13 10:41:35,172.23.0.1,4007,1550058095294-0,A,51.901004,N,5.541885333333333,E,0.0,69.03,130219,1.4,E
st-1a2090,2019-02-13 10:41:35,172.23.0.1,4007,1550058095965-0,A,51.901004,N,5.541885333333333,E,0.0,65.57,130219,1.4,E
st-1a2090,2019-02-13 10:41:36,172.23.0.1,4007,1550058096360-0,A,51.901004,N,5.541885333333333,E,0.0,58.51,130219,1.4,E
st-1a2090,2019-02-13 10:41:38,172.23.0.1,4007,1550058098628-0,A,51.901004,N,5.541885333333333,E,0.0,65.09,130219,1.4,E
st-1a2090,2019-02-13 10:41:39,172.23.0.1,4007,1550058099361-0,A,51.901004,N,5.541885333333333,E,0.0,75.99,130219,1.4,E
st-1a2090,2019-02-13 10:41:39,172.23.0.1,4007,1550058099963-0,A,51.901004,N,5.541885333333333,E,0.0,65.67,130219,1.4,E
st-1a2090,2019-02-13 10:41:40,172.23.0.1,4007,1550058100368-0,A,51.901004,N,5.541885333333333,E,0.0,65.16,130219,1.4,E
st-1a2090,2019-02-13 10:41:40,172.23.0.1,4007,1550058100859-0,A,51.901004,N,5.541885333333333,E,0.0,59.0,130219,1.4,E
st-1a2090,2019-02-13 10:41:41,172.23.0.1,4007,1550058101462-0,A,51.901004,N,5.541885333333333,E,0.0,62.74,130219,1.4,E
st-1a2090,2019-02-13 10:41:42,172.23.0.1,4007,1550058102119-0,A,51.901004,N,5.541885333333333,E,0.0,55.23,130219,1.4,E
st-1a2090,2019-02-13 10:41:42,172.23.0.1,4007,1550058102541-0,A,51.901004,N,5.541885333333333,E,0.0,57.5,130219,1.4,E
st-1a2090,2019-02-13 10:41:42,172.23.0.1,4007,1550058102867-0,A,51.901003833333334,N,5.541885333333333,E,0.0,67.82,130219,1.4,E
st-1a2090,2019-02-13 10:41:43,172.23.0.1,4007,1550058103370-1,A,51.901003833333334,N,5.541885333333333,E,0.0,71.04,130219,1.4,E
st-1a2090,2019-02-13 10:41:43,172.23.0.1,4007,1550058103857-0,A,51.901003833333334,N,5.541885333333333,E,0.0,72.53,130219,1.4,E
st-1a2090,2019-02-13 10:41:44,172.23.0.1,4007,1550058104360-0,A,51.901003833333334,N,5.541885333333333,E,0.0,69.37,130219,1.4,E
st-1a2090,2019-02-13 10:47:38,172.23.0.1,4007,1550058458860-0,A,51.901004,N,5.5418825,E,0.0,99.31,130219,1.4,E
st-1a2090,2019-02-13 10:47:39,172.23.0.1,4007,1550058459362-0,A,51.90100416666667,N,5.5418825,E,0.0,93.39,130219,1.4,E
st-1a2090,2019-02-13 10:52:40,172.23.0.1,4007,1550058760362-0,A,51.901003333333335,N,5.541881833333333,E,0.0,72.0,130219,1.4,E
st-1a2090,2019-02-13 10:52:41,172.23.0.1,4007,1550058761458-0,A,51.901003333333335,N,5.541881833333333,E,0.0,74.25,130219,1.4,E
st-1a2090,2019-02-13 10:52:42,172.23.0.1,4007,1550058762130-0,A,51.901003333333335,N,5.541881833333333,E,0.0,68.9,130219,1.4,E
st-1a2090,2019-02-13 10:52:42,172.23.0.1,4007,1550058762547-0,A,51.901003333333335,N,5.541881833333333,E,0.0,68.07,130219,1.4,E
st-1a2090,2019-02-13 10:52:42,172.23.0.1,4007,1550058762861-0,A,51.901003333333335,N,5.541881833333333,E,0.0,74.81,130219,1.4,E
st-1a2090,2019-02-13 10:52:43,172.23.0.1,4007,1550058763363-0,A,51.901003333333335,N,5.541881833333333,E,0.0,80.47,130219,1.4,E
st-1a2090,2019-02-13 10:52:43,172.23.0.1,4007,1550058763864-0,A,51.901003333333335,N,5.541881833333333,E,0.0,84.3,130219,1.4,E
st-1a2090,2019-02-13 10:52:44,172.23.0.1,4007,1550058764362-0,A,51.901003333333335,N,5.541881833333333,E,0.0,89.87,130219,1.4,E
st-1a2090,2019-02-13 10:52:45,172.23.0.1,4007,1550058765295-0,A,51.901003333333335,N,5.541881833333333,E,0.0,97.29,130219,1.4,E
st-1a2090,2019-02-13 11:15:23,172.23.0.1,4007,1550060123362-0,A,51.901006,N,5.5418715,E,0.0,89.38,130219,1.4,E
st-1a2090,2019-02-11 12:18:53,192.168.240.1,4007,1549891133969-1,A,51.020301333333336,N,6.976119,E,0.0,89.64,110219,1.8,E
st-1a2090,2019-02-11 12:26:00,192.168.240.1,4007,1549891560886-0,A,51.02030366666666,N,6.976113833333334,E,0.0,95.7,110219,1.8,E
st-1a2090,2019-02-11 12:26:02,192.168.240.1,4007,1549891562461-0,A,51.02030383333334,N,6.976114,E,0.0,99.09,110219,1.8,E
st-1a2090,2019-02-11 12:26:04,192.168.240.1,4007,1549891564363-1,A,51.02030383333334,N,6.976113833333334,E,0.0,97.67,110219,1.8,E
st-1a2090,2019-02-11 12:26:18,192.168.240.1,4007,1549891578372-0,A,51.020304333333335,N,6.976114166666667,E,0.0,99.53,110219,1.8,E
st-1a2090,2019-02-13 14:09:45,172.23.0.1,4007,1550070585864-0,A,51.825154166666664,N,4.970195833333333,E,0.0,42.65,130219,1.2,E
st-1a2090,2019-02-13 14:16:50,172.23.0.1,4007,1550071010049-0,A,51.82515466666667,N,4.970195333333333,E,0.0,72.39,130219,1.2,E
0001,2019-02-13 14:09:58,172.19.0.17,4007,1550070598459-0,A,51.318308333333334,N,4.315722,E,0.0,10.78,150218,0.8,E
0001,2019-02-13 14:21:00,172.19.0.16,4007,1550071260314-0,A,51.318308333333334,N,4.315722,E,0.0,10.78,150218,0.8,E
0001,2019-02-13 14:21:01,172.19.0.16,4007,1550071261921-0,A,51.31830816666667,N,4.315722166666666,E,0.0,15.9,150218,0.8,E
0001,2019-02-13 14:10:00,172.19.0.17,4007,1550070600070-1,A,51.31830816666667,N,4.315722166666666,E,0.0,15.9,150218,0.8,E
0001,2019-02-13 14:10:00,172.19.0.17,4007,1550070600729-0,A,51.31830816666667,N,4.315722166666666,E,0.0,24.58,150218,0.8,E
0001,2019-02-13 14:21:02,172.19.0.16,4007,1550071262583-0,A,51.31830816666667,N,4.315722166666666,E,0.0,24.58,150218,0.8,E
0001,2019-02-13 14:10:02,172.19.0.17,4007,1550070602076-0,A,51.31830816666667,N,4.315722,E,0.0,34.4,150218,0.8,E
0001,2019-02-13 14:10:58,172.19.0.17,4007,1550070658477-0,A,51.31830766666667,N,4.3157215,E,0.0,89.75,150218,0.8,E
0001,2019-02-13 14:33:02,172.19.0.16,4007,1550071982269-0,A,51.31830766666667,N,4.3157215,E,0.0,89.75,150218,0.8,E
0001,2019-02-13 14:10:59,172.19.0.17,4007,1550070659590-0,A,51.31830766666667,N,4.315721333333333,E,0.0,81.63,150218,0.8,E
0001,2019-02-13 14:10:59,172.19.0.17,4007,1550070659987-0,A,51.31830766666667,N,4.315721333333333,E,0.0,84.22,150218,0.8,E
0001,2019-02-13 13:10:35,172.19.0.11,4007,1550067035297-1,A,51.31830766666667,N,4.3157215,E,0.0,81.17,150218,0.8,E
0001,2019-02-13 14:11:00,172.19.0.17,4007,1550070660846-0,A,51.31830766666667,N,4.3157215,E,0.0,81.17,150218,0.8,E
0001,2019-02-13 14:11:08,172.19.0.17,4007,1550070668169-0,A,51.3183075,N,4.3157215,E,0.0,37.36,150218,0.8,E
0001,2019-02-13 13:10:42,172.19.0.11,4007,1550067042620-0,A,51.3183075,N,4.3157215,E,0.0,37.36,150218,0.8,E
0001,2019-02-13 14:22:12,172.19.0.16,4007,1550071332759-0,A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E
0001,2019-02-13 13:10:45,172.19.0.11,4007,1550067045356-0,A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E
0001,2019-02-13 14:11:10,172.19.0.17,4007,1550070670904-0,A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E
0001,2019-02-13 14:33:14,172.19.0.16,4007,1550071994697-0,A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E
0001,2019-02-13 13:10:45,172.19.0.11,4007,1550067045917-0,A,51.31830733333334,N,4.3157215,E,0.0,61.67,150218,0.8,E
0001,2019-02-13 14:11:11,172.19.0.17,4007,1550070671464-0,A,51.31830733333334,N,4.3157215,E,0.0,61.67,150218,0.8,E
0001,2019-02-13 14:33:15,172.19.0.16,4007,1550071995257-0,A,51.31830733333334,N,4.3157215,E,0.0,61.67,150218,0.8,E
0001,2019-02-13 14:22:13,172.19.0.16,4007,1550071333320-0,A,51.31830733333334,N,4.3157215,E,0.0,61.67,150218,0.8,E
0001,2019-02-13 14:33:15,172.19.0.16,4007,1550071995870-0,A,51.31830733333334,N,4.3157215,E,0.0,64.41,150218,0.8,E
0001,2019-02-13 13:10:46,172.19.0.11,4007,1550067046529-0,A,51.31830733333334,N,4.3157215,E,0.0,64.41,150218,0.8,E
0001,2019-02-13 14:11:12,172.19.0.17,4007,1550070672076-0,A,51.31830733333334,N,4.3157215,E,0.0,64.41,150218,0.8,E
0001,2019-02-13 14:11:12,172.19.0.17,4007,1550070672469-0,A,51.31830733333334,N,4.3157215,E,0.0,71.0,150218,0.8,E
0001,2019-02-13 13:10:46,172.19.0.11,4007,1550067046922-0,A,51.31830733333334,N,4.3157215,E,0.0,71.0,150218,0.8,E
0001,2019-02-13 14:11:12,172.19.0.17,4007,1550070672981-0,A,51.31830733333334,N,4.3157215,E,0.0,72.1,150218,0.8,E
0001,2019-02-13 14:44:18,172.19.0.16,4007,1550072658737-0,A,51.31830733333334,N,4.3157215,E,0.0,72.1,150218,0.8,E
0001,2019-02-13 14:11:13,172.19.0.17,4007,1550070673547-0,A,51.31830733333334,N,4.3157215,E,0.0,77.96,150218,0.8,E
0001,2019-02-13 14:44:19,172.19.0.16,4007,1550072659302-0,A,51.31830733333334,N,4.3157215,E,0.0,77.96,150218,0.8,E
0001,2019-02-13 14:11:14,172.19.0.17,4007,1550070674226-0,A,51.31830733333334,N,4.3157215,E,0.0,74.89,150218,0.8,E
0001,2019-02-13 14:33:18,172.19.0.16,4007,1550071998018-0,A,51.31830733333334,N,4.3157215,E,0.0,74.89,150218,0.8,E
0001,2019-02-13 14:11:14,172.19.0.17,4007,1550070674645-0,A,51.31830716666666,N,4.3157215,E,0.0,79.09,150218,0.8,E
0001,2019-02-13 14:33:18,172.19.0.16,4007,1550071998438-0,A,51.31830716666666,N,4.3157215,E,0.0,79.09,150218,0.8,E
0001,2019-02-13 14:33:19,172.19.0.16,4007,1550071999240-0,A,51.31830716666666,N,4.315721666666667,E,0.0,97.49,150218,0.8,E
0001,2019-02-13 14:11:15,172.19.0.17,4007,1550070675447-0,A,51.31830716666666,N,4.315721666666667,E,0.0,97.49,150218,0.8,E
0001,2019-02-13 14:11:22,172.19.0.17,4007,1550070682091-1,A,51.31830683333333,N,4.315722,E,0.0,80.25,150218,0.8,E
0001,2019-02-13 14:22:23,172.19.0.16,4007,1550071343945-0,A,51.31830683333333,N,4.315722,E,0.0,80.25,150218,0.8,E
0001,2019-02-14 08:34:52,172.19.0.17,4007,1550136892006-0,A,51.31830683333333,N,4.315722,E,0.0,80.25,150218,0.8,E
0001,2019-02-13 14:22:24,172.19.0.16,4007,1550071344341-0,A,51.31830683333333,N,4.315722,E,0.0,89.98,150218,0.8,E
0001,2019-02-13 14:11:22,172.19.0.17,4007,1550070682487-0,A,51.31830683333333,N,4.315722,E,0.0,89.98,150218,0.8,E
0001,2019-02-14 08:34:52,172.19.0.17,4007,1550136892406-0,A,51.31830683333333,N,4.315722,E,0.0,89.98,150218,0.8,E
0001,2019-02-13 14:33:28,172.19.0.16,4007,1550072008028-0,A,51.318306666666665,N,4.315722,E,0.0,93.42,150218,0.8,E
0001,2019-02-13 14:11:24,172.19.0.17,4007,1550070684235-0,A,51.318306666666665,N,4.315722,E,0.0,93.42,150218,0.8,E
0001,2019-02-13 14:22:26,172.19.0.16,4007,1550071346088-0,A,51.318306666666665,N,4.315722,E,0.0,93.42,150218,0.8,E
0001,2019-02-13 14:33:28,172.19.0.16,4007,1550072008464-1,A,51.318306666666665,N,4.315722,E,0.0,88.63,150218,0.8,E
0001,2019-02-13 14:11:24,172.19.0.17,4007,1550070684671-0,A,51.318306666666665,N,4.315722,E,0.0,88.63,150218,0.8,E
0001,2019-02-13 14:11:24,172.19.0.17,4007,1550070684992-0,A,51.318306666666665,N,4.315722166666666,E,0.0,85.88,150218,0.8,E
0001,2019-02-13 14:33:29,172.19.0.16,4007,1550072009258-0,A,51.318306666666665,N,4.315722166666666,E,0.0,73.67,150218,0.8,E
0001,2019-02-13 14:11:25,172.19.0.17,4007,1550070685465-0,A,51.318306666666665,N,4.315722166666666,E,0.0,73.67,150218,0.8,E
0001,2019-02-13 14:11:25,172.19.0.17,4007,1550070685989-0,A,51.318306666666665,N,4.315722166666666,E,0.0,73.01,150218,0.8,E
0001,2019-02-13 14:11:26,172.19.0.17,4007,1550070686459-0,A,51.318306666666665,N,4.315722166666666,E,0.0,67.23,150218,0.8,E
0001,2019-02-13 14:44:32,172.19.0.16,4007,1550072672213-0,A,51.318306666666665,N,4.315722166666666,E,0.0,67.23,150218,0.8,E
0001,2019-02-13 14:11:27,172.19.0.17,4007,1550070687072-0,A,51.318306666666665,N,4.315722166666666,E,0.0,65.27,150218,0.8,E
0001,2019-02-13 14:22:28,172.19.0.16,4007,1550071348926-0,A,51.318306666666665,N,4.315722166666666,E,0.0,65.27,150218,0.8,E
0001,2019-02-13 14:44:32,172.19.0.16,4007,1550072672831-0,A,51.318306666666665,N,4.315722166666666,E,0.0,65.27,150218,0.8,E
0001,2019-02-13 14:22:29,172.19.0.16,4007,1550071349773-0,A,51.318306666666665,N,4.315722166666666,E,0.0,66.75,150218,0.8,E
0001,2019-02-13 14:11:27,172.19.0.17,4007,1550070687918-0,A,51.318306666666665,N,4.315722166666666,E,0.0,66.75,150218,0.8,E
0001,2019-02-13 14:33:31,172.19.0.16,4007,1550072011709-0,A,51.318306666666665,N,4.315722166666666,E,0.0,66.75,150218,0.8,E
0001,2019-02-13 14:11:28,172.19.0.17,4007,1550070688182-0,A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E
0001,2019-02-13 14:33:31,172.19.0.16,4007,1550072011979-1,A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E
0001,2019-02-13 14:22:30,172.19.0.16,4007,1550071350037-0,A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E
0001,2019-02-13 14:44:33,172.19.0.16,4007,1550072673936-1,A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E
0001,2019-02-13 13:11:31,172.19.0.11,4007,1550067091465-0,A,51.31830766666667,N,4.315721833333333,E,0.0,17.98,150218,0.8,E
0001,2019-02-13 14:22:58,172.19.0.16,4007,1550071378873-0,A,51.31830766666667,N,4.315721833333333,E,0.0,17.98,150218,0.8,E
0001,2019-02-13 14:11:57,172.19.0.17,4007,1550070717011-0,A,51.31830766666667,N,4.315721833333333,E,0.0,17.98,150218,0.8,E
0001,2019-02-13 14:22:59,172.19.0.16,4007,1550071379815-0,A,51.3183075,N,4.315721833333333,E,0.0,25.11,150218,0.8,E
0001,2019-02-13 14:11:57,172.19.0.17,4007,1550070717961-0,A,51.3183075,N,4.315721833333333,E,0.0,25.11,150218,0.8,E
0001,2019-02-13 13:11:32,172.19.0.11,4007,1550067092405-1,A,51.3183075,N,4.315721833333333,E,0.0,25.11,150218,0.8,E
0001,2019-02-13 14:45:03,172.19.0.16,4007,1550072703711-2,A,51.3183075,N,4.315721833333333,E,0.0,25.11,150218,0.8,E
0001,2019-02-13 14:11:58,172.19.0.17,4007,1550070718169-0,A,51.3183075,N,4.315721833333333,E,0.0,14.32,150218,0.8,E
0001,2019-02-13 13:11:32,172.19.0.11,4007,1550067092622-0,A,51.3183075,N,4.315721833333333,E,0.0,14.32,150218,0.8,E
0001,2019-02-13 14:23:00,172.19.0.16,4007,1550071380021-0,A,51.3183075,N,4.315721833333333,E,0.0,14.32,150218,0.8,E
0001,2019-02-13 13:11:32,172.19.0.11,4007,1550067092915-0,A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E
0001,2019-02-13 14:11:58,172.19.0.17,4007,1550070718462-0,A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E
0001,2019-02-13 14:23:00,172.19.0.16,4007,1550071380313-0,A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E
0001,2019-02-13 14:45:04,172.19.0.16,4007,1550072704219-0,A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E
0001,2019-02-13 14:23:00,172.19.0.16,4007,1550071380845-0,A,51.3183075,N,4.315722,E,0.0,28.68,150218,0.8,E
0001,2019-02-13 14:11:58,172.19.0.17,4007,1550070718985-0,A,51.3183075,N,4.315722,E,0.0,28.68,150218,0.8,E
0001,2019-02-13 13:11:33,172.19.0.11,4007,1550067093443-1,A,51.3183075,N,4.315722,E,0.0,28.68,150218,0.8,E
0001,2019-02-13 14:11:59,172.19.0.17,4007,1550070719571-0,A,51.3183075,N,4.315722,E,0.0,27.93,150218,0.8,E
0001,2019-02-13 14:23:01,172.19.0.16,4007,1550071381426-0,A,51.3183075,N,4.315722,E,0.0,27.93,150218,0.8,E
