device_id,datetime,address_ip,address_port,original_message_id,raw_message
st-1a2090,1550055162,172.23.0.1,4007,1550058762130-0,"A,5$1.90%1003333&3333@35*,N,5.5418818@33333333,E,0.0,68.9,130219,1.4,E"
st-1a2090,1550055162,172.23.0.1,4007,1550058762547-0,"A,5$1.90%1003333&3333@35*,N,5.5418818@33333333,E,0.0,68.07,130219,1.4,E"
st-1a2090,1550055162,172.23.0.1,4007,1550058762861-0,"A,5$1.90%1003333&3333@35*,N,5.5418818@33333333,E,0.0,74.81,130219,1.4,E"
st-1a2090,1550055163,172.23.0.1,4007,1550058763363-0,"A,51.901003333333335,N,5.541881833333333,E,0.0,80.47,130219,1.4,E"
st-1a2090,1550055163,172.23.0.1,4007,1550058763864-0,"A,51.901003333333335,N,5.541881833333333,E,0.0,84.3,130219,1.4,E"
st-1a2090,1550055164,172.23.0.1,4007,1550058764362-0,"A,51.901003333333335,N,5.541881833333333,E,0.0,89.87,130219,1.4,E"
st-1a2090,1550055165,172.23.0.1,4007,1550058765295-0,"A,51.901003333333335,N,5.541881833333333,E,0.0,97.29,130219,1.4,E"
st-1a2090,1550056523,172.23.0.1,4007,1550060123362-0,"A,51.901006,N,5.5418715,E,0.0,89.38,130219,1.4,E"
st-1a2090,1549887533,192.168.240.1,4007,1549891133969-1,"A,51.020301333333336,N,6.976119,E,0.0,89.64,110219,1.8,E"
st-1a2090,1549887960,192.168.240.1,4007,1549891560886-0,"A,51.02030366666666,N,6.976113833333334,E,0.0,95.7,110219,1.8,E"
st-1a2090,1549887962,192.168.240.1,4007,1549891562461-0,"A,5$1.02%0303833&3333@4,*N,6.976114,E@,0.0,99.09,110219,1.8,E"
st-1a2090,1549887964,192.168.240.1,4007,1549891564363-1,"A,51.02030383333334,N,6.976113833333334,E,0.0,97.67,110219,1.8,E"
st-1a2090,1549887978,192.168.240.1,4007,1549891578372-0,"A,5$1.02%0304333&3333@35*,N,6.9761141@66666667,E,0.0,99.53,110219,1.8,E"
st-1a2090,1550066985,172.23.0.1,4007,1550070585864-0,"A,5$1.82%5154166&6666@64*,N,4.9701958@33333333,E,0.0,42.65,130219,1.2,E"
st-1a2090,1550067410,172.23.0.1,4007,1550071010049-0,"A,5$1.82%5154666&6666@7,*N,4.97019533@3333333,E,0.0,72.39,130219,1.2,E"
0001,1550066998,172.19.0.17,4007,1550070598459-0,"A,51.318308333333334,N,4.315722,E,0.0,10.78,150218,0.8,E"
0001,1550067660,172.19.0.16,4007,1550071260314-0,"A,5$1.31%8308333&3333@34*,N,4.315722,@E,0.0,10.78,150218,0.8,E"
0001,1550067661,172.19.0.16,4007,1550071261921-0,"A,5$1.31%8308166&6666@7,*N,4.31572216@6666666,E,0.0,15.9,150218,0.8,E"
0001,1550067000,172.19.0.17,4007,1550070600070-1,"A,5$1.31%8308166&6666@7,*N,4.31572216@6666666,E,0.0,15.9,150218,0.8,E"
0001,1550067000,172.19.0.17,4007,1550070600729-0,"A,5$1.31%8308166&6666@7,*N,4.31572216@6666666,E,0.0,24.58,150218,0.8,E"
0001,1550067662,172.19.0.16,4007,1550071262583-0,"A,5$1.31%8308166&6666@7,*N,4.31572216@6666666,E,0.0,24.58,150218,0.8,E"
0001,1550067002,172.19.0.17,4007,1550070602076-0,"A,51.31830816666667,N,4.315722,E,0.0,34.4,150218,0.8,E"
0001,1550067058,172.19.0.17,4007,1550070658477-0,"A,51.31830766666667,N,4.3157215,E,0.0,89.75,150218,0.8,E"
0001,1550068382,172.19.0.16,4007,1550071982269-0,"A,51.31830766666667,N,4.3157215,E,0.0,89.75,150218,0.8,E"
0001,1550067059,172.19.0.17,4007,1550070659590-0,"A,51.31830766666667,N,4.315721333333333,E,0.0,81.63,150218,0.8,E"
0001,1550067059,172.19.0.17,4007,1550070659987-0,"A,5$1.31%8307666&6666@7,*N,4.31572133@3333333,E,0.0,84.22,150218,0.8,E"
0001,1550063435,172.19.0.11,4007,1550067035297-1,"A,5$1.31%8307666&6666@7,*N,4.3157215,@E,0.0,81.17,150218,0.8,E"
0001,1550067060,172.19.0.17,4007,1550070660846-0,"A,51.31830766666667,N,4.3157215,E,0.0,81.17,150218,0.8,E"
0001,1550067068,172.19.0.17,4007,1550070668169-0,"A,5$1.31%83075,N&,4.3@15*7215,E,0.0,3@7.36,150218,0.8,E"
0001,1550063442,172.19.0.11,4007,1550067042620-0,"A,51.3183075,N,4.3157215,E,0.0,37.36,150218,0.8,E"
0001,1550067732,172.19.0.16,4007,1550071332759-0,"A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E"
0001,1550063445,172.19.0.11,4007,1550067045356-0,"A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E"
0001,1550067070,172.19.0.17,4007,1550070670904-0,"A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E"
0001,1550068394,172.19.0.16,4007,1550071994697-0,"A,51.31830733333334,N,4.3157215,E,0.0,53.35,150218,0.8,E"
0001,1550063445,172.19.0.11,4007,1550067045917-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,61.67,150218,0.8,E"
0001,1550067071,172.19.0.17,4007,1550070671464-0,"A,51.31830733333334,N,4.3157215,E,0.0,61.67,150218,0.8,E"
0001,1550068395,172.19.0.16,4007,1550071995257-0,"A,51.31830733333334,N,4.3157215,E,0.0,61.67,150218,0.8,E"
0001,1550067733,172.19.0.16,4007,1550071333320-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,61.67,150218,0.8,E"
0001,1550068395,172.19.0.16,4007,1550071995870-0,"A,51.31830733333334,N,4.3157215,E,0.0,64.41,150218,0.8,E"
0001,1550063446,172.19.0.11,4007,1550067046529-0,"A,51.31830733333334,N,4.3157215,E,0.0,64.41,150218,0.8,E"
0001,1550067072,172.19.0.17,4007,1550070672076-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,64.41,150218,0.8,E"
0001,1550067072,172.19.0.17,4007,1550070672469-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,71.0,150218,0.8,E"
0001,1550063446,172.19.0.11,4007,1550067046922-0,"A,51.31830733333334,N,4.3157215,E,0.0,71.0,150218,0.8,E"
0001,1550067072,172.19.0.17,4007,1550070672981-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,72.1,150218,0.8,E"
0001,1550069058,172.19.0.16,4007,1550072658737-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,72.1,150218,0.8,E"
0001,1550067073,172.19.0.17,4007,1550070673547-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,77.96,150218,0.8,E"
0001,1550069059,172.19.0.16,4007,1550072659302-0,"A,51.31830733333334,N,4.3157215,E,0.0,77.96,150218,0.8,E"
0001,1550067074,172.19.0.17,4007,1550070674226-0,"A,5$1.31%8307333&3333@4,*N,4.3157215,@E,0.0,74.89,150218,0.8,E"
0001,1550068398,172.19.0.16,4007,1550071998018-0,"A,51.31830733333334,N,4.3157215,E,0.0,74.89,150218,0.8,E"
0001,1550067074,172.19.0.17,4007,1550070674645-0,"A,51.31830716666666,N,4.3157215,E,0.0,79.09,150218,0.8,E"
0001,1550068398,172.19.0.16,4007,1550071998438-0,"A,5$1.31%8307166&6666@6,*N,4.3157215,@E,0.0,79.09,150218,0.8,E"
0001,1550068399,172.19.0.16,4007,1550071999240-0,"A,51.31830716666666,N,4.315721666666667,E,0.0,97.49,150218,0.8,E"
0001,1550067075,172.19.0.17,4007,1550070675447-0,"A,5$1.31%8307166&6666@6,*N,4.31572166@6666667,E,0.0,97.49,150218,0.8,E"
0001,1550067082,172.19.0.17,4007,1550070682091-1,"A,51.31830683333333,N,4.315722,E,0.0,80.25,150218,0.8,E"
0001,1550067743,172.19.0.16,4007,1550071343945-0,"A,51.31830683333333,N,4.315722,E,0.0,80.25,150218,0.8,E"
0001,1550133292,172.19.0.17,4007,1550136892006-0,"A,5$1.31%8306833&3333@3,*N,4.315722,E@,0.0,80.25,150218,0.8,E"
0001,1550067744,172.19.0.16,4007,1550071344341-0,"A,51.31830683333333,N,4.315722,E,0.0,89.98,150218,0.8,E"
0001,1550067082,172.19.0.17,4007,1550070682487-0,"A,51.31830683333333,N,4.315722,E,0.0,89.98,150218,0.8,E"
0001,1550133292,172.19.0.17,4007,1550136892406-0,"A,51.31830683333333,N,4.315722,E,0.0,89.98,150218,0.8,E"
0001,1550068408,172.19.0.16,4007,1550072008028-0,"A,51.318306666666665,N,4.315722,E,0.0,93.42,150218,0.8,E"
0001,1550067084,172.19.0.17,4007,1550070684235-0,"A,51.318306666666665,N,4.315722,E,0.0,93.42,150218,0.8,E"
0001,1550067746,172.19.0.16,4007,1550071346088-0,"A,51.318306666666665,N,4.315722,E,0.0,93.42,150218,0.8,E"
0001,1550068408,172.19.0.16,4007,1550072008464-1,"A,51.318306666666665,N,4.315722,E,0.0,88.63,150218,0.8,E"
0001,1550067084,172.19.0.17,4007,1550070684671-0,"A,5$1.31%8306666&6666@65*,N,4.315722,@E,0.0,88.63,150218,0.8,E"
0001,1550067084,172.19.0.17,4007,1550070684992-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,85.88,150218,0.8,E"
0001,1550068409,172.19.0.16,4007,1550072009258-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,73.67,150218,0.8,E"
0001,1550067085,172.19.0.17,4007,1550070685465-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,73.67,150218,0.8,E"
0001,1550067085,172.19.0.17,4007,1550070685989-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,73.01,150218,0.8,E"
0001,1550067086,172.19.0.17,4007,1550070686459-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,67.23,150218,0.8,E"
0001,1550069072,172.19.0.16,4007,1550072672213-0,"A,51.318306666666665,N,4.315722166666666,E,0.0,67.23,150218,0.8,E"
0001,1550067087,172.19.0.17,4007,1550070687072-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,65.27,150218,0.8,E"
0001,1550067748,172.19.0.16,4007,1550071348926-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,65.27,150218,0.8,E"
0001,1550069072,172.19.0.16,4007,1550072672831-0,"A,51.318306666666665,N,4.315722166666666,E,0.0,65.27,150218,0.8,E"
0001,1550067749,172.19.0.16,4007,1550071349773-0,"A,51.318306666666665,N,4.315722166666666,E,0.0,66.75,150218,0.8,E"
0001,1550067087,172.19.0.17,4007,1550070687918-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,66.75,150218,0.8,E"
0001,1550068411,172.19.0.16,4007,1550072011709-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,66.75,150218,0.8,E"
0001,1550067088,172.19.0.17,4007,1550070688182-0,"A,5$1.31%8306666&6666@65*,N,4.3157221@66666666,E,0.0,51.75,150218,0.8,E"
0001,1550068411,172.19.0.16,4007,1550072011979-1,"A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E"
0001,1550067750,172.19.0.16,4007,1550071350037-0,"A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E"
0001,1550069073,172.19.0.16,4007,1550072673936-1,"A,51.318306666666665,N,4.315722166666666,E,0.0,51.75,150218,0.8,E"
0001,1550063491,172.19.0.11,4007,1550067091465-0,"A,5$1.31%8307666&6666@7,*N,4.31572183@3333333,E,0.0,17.98,150218,0.8,E"
0001,1550067778,172.19.0.16,4007,1550071378873-0,"A,5$1.31%8307666&6666@7,*N,4.31572183@3333333,E,0.0,17.98,150218,0.8,E"
0001,1550067117,172.19.0.17,4007,1550070717011-0,"A,51.31830766666667,N,4.315721833333333,E,0.0,17.98,150218,0.8,E"
0001,1550067779,172.19.0.16,4007,1550071379815-0,"A,5$1.31%83075,N&,4.3@15*721833333333@,E,0.0,25.11,150218,0.8,E"
0001,1550067117,172.19.0.17,4007,1550070717961-0,"A,51.3183075,N,4.315721833333333,E,0.0,25.11,150218,0.8,E"
0001,1550063492,172.19.0.11,4007,1550067092405-1,"A,5$1.31%83075,N&,4.3@15*721833333333@,E,0.0,25.11,150218,0.8,E"
0001,1550069103,172.19.0.16,4007,1550072703711-2,"A,5$1.31%83075,N&,4.3@15*721833333333@,E,0.0,25.11,150218,0.8,E"
0001,1550067118,172.19.0.17,4007,1550070718169-0,"A,5$1.31%83075,N&,4.3@15*721833333333@,E,0.0,14.32,150218,0.8,E"
0001,1550063492,172.19.0.11,4007,1550067092622-0,"A,51.3183075,N,4.315721833333333,E,0.0,14.32,150218,0.8,E"
0001,1550067780,172.19.0.16,4007,1550071380021-0,"A,5$1.31%83075,N&,4.3@15*721833333333@,E,0.0,14.32,150218,0.8,E"
0001,1550063492,172.19.0.11,4007,1550067092915-0,"A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E"
0001,1550067118,172.19.0.17,4007,1550070718462-0,"A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E"
0001,1550067780,172.19.0.16,4007,1550071380313-0,"A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E"
0001,1550069104,172.19.0.16,4007,1550072704219-0,"A,51.3183075,N,4.315721833333333,E,0.0,27.44,150218,0.8,E"
0001,1550067780,172.19.0.16,4007,1550071380845-0,"A,51.3183075,N,4.315722,E,0.0,28.68,150218,0.8,E"
0001,1550067118,172.19.0.17,4007,1550070718985-0,"A,5$1.31%83075,N&,4.3@15*722,E,0.0,28@.68,150218,0.8,E"
0001,1550063493,172.19.0.11,4007,1550067093443-1,"A,51.3183075,N,4.315722,E,0.0,28.68,150218,0.8,E"
0001,1550067119,172.19.0.17,4007,1550070719571-0,"A,51.3183075,N,4.315722,E,0.0,27.93,150218,0.8,E"
0001,1550067781,172.19.0.16,4007,1550071381426-0,"A,51.3183075,N,4.315722,E,0.0,27.93,150218,0.8,E"
0001,1550063494,172.19.0.11,4007,1550067094024-0,"A,51.3183075,N,4.315722,E,0.0,27.93,150218,0.8,E"
0001,1550069105,172.19.0.16,4007,1550072705329-0,"A,51.3183075,N,4.315722,E,0.0,27.93,150218,0.8,E"
0001,1550063494,172.19.0.11,4007,1550067094432-0,"A,51.3183075,N,4.315722,E,0.0,27.58,150218,0.8,E"
0001,1550067119,172.19.0.17,4007,1550070719978-1,"A,51.3183075,N,4.315722,E,0.0,27.58,150218,0.8,E"
0001,1550069105,172.19.0.16,4007,1550072705737-1,"A,51.3183075,N,4.315722,E,0.0,27.58,150218,0.8,E"
0001,1550067120,172.19.0.17,4007,1550070720572-0,"A,51.3183075,N,4.315722,E,0.0,26.98,150218,0.8,E"
0001,1550063495,172.19.0.11,4007,1550067095025-0,"A,5$1.31%83075,N&,4.3@15*722,E,0.0,26@.98,150218,0.8,E"
0001,1550069106,172.19.0.16,4007,1550072706328-0,"A,5$1.31%83075,N&,4.3@15*722,E,0.0,26@.98,150218,0.8,E"
